area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_clean,lat,lon
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,JDensar,1250,3.0,2.0,65.0,3.0,1250.0,12.9119693,77.5882043
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,CSvelMa,1187,2.0,3.0,52.0,2.0,1187.0,12.8658068,77.5911918
Built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,,1164,2.0,1.0,56.0,2.0,1164.0,12.9110032,77.5788747
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,SNbay G,1395,2.0,1.0,62.78,3.0,1395.0,12.8473999,77.6724452
Super built-up  Area,18-Jul,Arekere,3 BHK,RRnumn ,2072,3.0,2.0,108.0,3.0,2072.0,12.8872086,77.5960493
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450,3.0,3.0,60.91,3.0,1450.0,12.8856913,77.5526564
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1550,3.0,2.0,82.0,3.0,1550.0,12.9426506,77.6027253
Super built-up  Area,Ready To Move,Sampige Layout,2 BHK,,1315,2.0,2.0,90.0,2.0,1315.0,12.9764697,77.528243
Super built-up  Area,19-Dec,Hebbal,4 BHK,SNontle,3067,4.0,3.0,230.0,4.0,3067.0,13.0382184,77.5919
Super built-up  Area,Ready To Move,Amruthnagar,2 BHK,Saeur G,1210,2.0,2.0,72.0,2.0,1210.0,13.0569904,77.5981092
Super built-up  Area,Ready To Move,Sathya Sai Layout,6 BHK,Prowshi,11338,9.0,1.0,1000.0,6.0,11338.0,12.9327296,77.7039713
Super built-up  Area,18-May,Virgonagar,3 BHK,,1215,3.0,1.0,42.2,3.0,1215.0,13.0537687,77.7173308
Built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Prmesad,1470,2.0,2.0,75.0,3.0,1470.0,12.9812262,77.6745845
Plot  Area,18-Jul,Dodsworth Layout,4 Bedroom,,30000,4.0,,2100.0,4.0,30000.0,12.9707633,77.7440476
Built-up  Area,Ready To Move,Hosur Road,3 BHK,Saageat,1590,2.0,2.0,125.0,3.0,1590.0,12.910142,77.6270827
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Shdhia ,1050,2.0,1.0,36.75,2.0,1050.0,12.8856913,77.5526564
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1306,2.0,1.0,55.91,2.0,1306.0,12.932582,77.5162034
Built-up  Area,Ready To Move,Malleshwaram,3 BHK,Maens G,2000,3.0,2.0,250.0,3.0,2000.0,13.0027353,77.5703253
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1220,3.0,2.0,58.0,3.0,1220.0,12.9244884,77.6451418
Plot  Area,Ready To Move,Sarjapur,4 Bedroom,Puodsm ,3190,3.0,1.0,160.0,4.0,3190.0,12.9694037,77.5870258
Super built-up  Area,18-May,Ramagondanahalli,2 BHK,ViistLa,1215,2.0,1.0,51.26,2.0,1215.0,12.9558969,77.7405826
Built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1920,2.0,1.0,88.0,3.0,1920.0,13.1424106,77.7340989
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1390,2.0,2.0,60.0,2.0,1390.0,12.9725581,77.692858
Plot  Area,Ready To Move,Battarahalli,3 Bedroom,,800,2.0,1.0,75.0,3.0,800.0,13.015119,77.7094485
Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,,600,3.0,2.0,100.0,3.0,600.0,12.9512353,77.519054
Super built-up  Area,21-Jul,Hoodi,2 BHK,GoAirej,1196,2.0,0.0,71.74,2.0,1196.0,12.9959233,77.7192796
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Siaraa ,1550,2.0,2.0,75.0,3.0,1550.0,12.9426506,77.6027253
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1418,2.0,2.0,101.0,2.0,1418.0,13.0170955,77.4829741
Super built-up  Area,19-Mar,Varthur Road,3 BHK,,1655,3.0,2.0,115.0,3.0,1655.0,12.9561094,77.7295768
Built-up  Area,Ready To Move,KR Puram,2 BHK,SancyRe,1115,2.0,2.0,33.45,2.0,1115.0,13.007516,77.695935
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,NCiteEl,1170,2.0,2.0,68.0,2.0,1170.0,13.0529919,77.5842533
Super built-up  Area,Ready To Move,Anekal,2 BHK,Sraveks,1035,2.0,2.0,38.3,2.0,1035.0,12.7836552,77.7461411
Super built-up  Area,Ready To Move,Singasandra,3 BHK,,1306,2.0,2.0,58.0,3.0,1306.0,12.8787382,77.642089
Super built-up  Area,18-Dec,Kengeri,2 BHK,VBn 2lm,750,2.0,2.0,22.0,2.0,750.0,12.9176571,77.4837568
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Bhmesy ,1917,3.0,3.0,122.0,3.0,1917.0,13.0522499,77.6316152
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Frowsru,1615,3.0,3.0,58.0,3.0,1615.0,12.9812262,77.6745845
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1071,2.0,2.0,52.25,2.0,1071.0,12.9552572,77.6984163
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Suryais,1325,2.0,2.0,119.0,2.0,1325.0,12.9357366,77.624081
Plot  Area,Ready To Move,Malleshwaram,7 Bedroom,,3000,4.0,2.0,900.0,7.0,3000.0,13.0027353,77.5703253
Super built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,,1400,2.0,1.0,88.0,3.0,1400.0,12.9010682,77.5859397
Super built-up  Area,21-Jan,Tumkur Road,2 BHK,Sapus S,1246,2.0,1.0,82.0,2.0,1246.0,13.0161949,77.556284
Built-up  Area,Ready To Move,Sarjapur,2 BHK,Coa It ,1215,2.0,0.0,40.0,2.0,1215.0,12.9694037,77.5870258
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,,945,2.0,2.0,50.0,2.0,945.0,13.0200235,77.6092887
Super built-up  Area,Ready To Move,Benson Town,4 BHK,,4460,5.0,,650.0,4.0,4460.0,12.997343,77.6036815
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SrireSo,920,2.0,1.0,63.0,2.0,920.0,12.9957428,77.7579489
Super built-up  Area,Ready To Move,Hosakerehalli,4 BHK,Taonte ,3024,5.0,1.0,350.0,4.0,3024.0,12.9299371,77.5374237
Plot  Area,Ready To Move,Bidadi,2 Bedroom,,1600,2.0,2.0,110.0,2.0,1600.0,12.8861649,77.5822896
Plot  Area,Ready To Move,Sector 4 HSR Layout,4 Bedroom,,2400,4.0,,700.0,4.0,2400.0,12.9145663,77.6446063
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1750,3.0,3.0,100.0,3.0,1750.0,13.0261749,77.766388
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Suitea ,1425,2.0,2.0,64.0,3.0,1425.0,12.9055682,77.5455438
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,Brsic C,2150,3.0,2.0,265.0,3.0,2150.0,12.9421868,77.5742576
Super built-up  Area,20-Dec,Whitefield,2 BHK,,1165,2.0,1.0,40.5,2.0,1165.0,12.9957428,77.7579489
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Maidei ,1050,2.0,2.0,48.0,2.0,1050.0,12.9812262,77.6745845
Super built-up  Area,Ready To Move,Cholanayakanahalli,3 BHK,ShourSp,1370,2.0,2.0,75.0,3.0,1370.0,13.0364498,77.5975272
Super built-up  Area,18-Apr,Electronic City,3 BHK,Prarkun,1374,2.0,1.0,72.0,3.0,1374.0,12.8487599,77.648253
Super built-up  Area,Ready To Move,Harlur,3 BHK,SosicCl,1754,3.0,2.0,124.0,3.0,1754.0,12.9058923,77.675465
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1847,3.0,2.0,110.0,3.0,1847.0,12.8701259,77.5820178
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1850,4.0,3.0,139.0,3.0,1850.0,12.9798531,77.7541055
Super built-up  Area,Ready To Move,Doddakannelli,2 BHK,BMtusLo,1187,2.0,2.0,45.0,2.0,1187.0,12.9115184,77.6934108
Built-up  Area,18-Dec,Bommasandra Industrial Area,3 BHK,,1400,2.0,1.0,40.44,3.0,1400.0,12.8137512,77.6953367
Super built-up  Area,Ready To Move,Chamrajpet,2 BHK,,1350,2.0,3.0,180.0,2.0,1350.0,12.9584184,77.5629161
Plot  Area,Ready To Move,Doddaballapur,3 Bedroom,Raourpl,3000,2.0,2.0,120.0,3.0,3000.0,13.1112249,77.5798813
Super built-up  Area,21-Dec,Thanisandra,1 BHK,Bhe 2ko,693,1.0,1.0,34.3,1.0,693.0,13.0522499,77.6316152
Super built-up  Area,21-May,Dairy Circle,3 BHK,Soeurri,1980,3.0,2.0,224.0,3.0,1980.0,12.9371279,77.6017492
Super built-up  Area,Ready To Move,KR Puram,2 BHK,Saavem ,1021,2.0,1.0,48.0,2.0,1021.0,13.007516,77.695935
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1165,2.0,2.0,95.0,2.0,1165.0,13.0170955,77.4829741
Super built-up  Area,19-Mar,Horamavu Agara,3 BHK,Prhar G,1756,3.0,2.0,92.0,3.0,1756.0,13.0367725,77.6549479
Super built-up  Area,Ready To Move,Bharathi Nagar,3 BHK,FoapeWa,1739,3.0,1.0,105.0,3.0,1739.0,12.9898432,77.6103341
Super built-up  Area,Ready To Move,Varthur,2 BHK,Caiseur,1280,2.0,,65.0,2.0,1280.0,12.9406508,77.746988
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1215,2.0,2.0,58.86,2.0,1215.0,12.9552572,77.6984163
Built-up  Area,Ready To Move,Kengeri,3 BHK,,1082,2.0,1.0,49.0,3.0,1082.0,12.9176571,77.4837568
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1050,2.0,1.0,42.0,2.0,1050.0,12.9119693,77.5882043
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,Cerdsga,1080,2.0,0.0,53.35,2.0,1080.0,13.142344,77.7339688
Super built-up  Area,Ready To Move,Arekere,2 BHK,Maierr ,1100,2.0,2.0,55.0,2.0,1100.0,12.8872086,77.5960493
Plot  Area,Ready To Move,Ardendale,4 Bedroom,Aling10,3200,4.0,1.0,205.0,4.0,3200.0,13.0261749,77.766388
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,PraleSi,1311,2.0,1.0,78.0,2.0,1311.0,12.9244884,77.6451418
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1608,3.0,1.0,67.98,3.0,1608.0,12.932582,77.5162034
Super built-up  Area,Ready To Move,Begur Road,2 BHK,,1160,2.0,2.0,36.0,2.0,1160.0,12.8742536,77.6260073
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veitaus,1170,2.0,1.0,71.0,2.0,1170.0,12.9957428,77.7579489
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1155,2.0,2.0,40.6,2.0,1155.0,12.9176571,77.4837568
Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1255,2.0,1.0,77.68,3.0,1255.0,13.0382184,77.5919
Super built-up  Area,Ready To Move,Rayasandra,2 BHK,,1065,2.0,2.0,44.95,2.0,1065.0,12.8795774,77.6719842
Super built-up  Area,Ready To Move,Neeladri Nagar,1 BHK,Guenoa ,674,1.0,1.0,21.0,1.0,674.0,12.8414612,77.6479661
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,,1936,4.0,2.0,126.0,3.0,1936.0,12.9798531,77.7541055
Super built-up  Area,18-Dec,Sarakki Nagar,3 BHK,,2289,3.0,2.0,260.0,3.0,2289.0,12.9106407,77.5845458
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2 BHK,,1100,2.0,1.0,38.45,2.0,1100.0,12.9792262,77.680936
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,2257,4.0,2.0,157.0,3.0,2257.0,12.9558969,77.7405826
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,,1055,2.0,2.0,55.0,2.0,1055.0,12.9512353,77.519054
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1530,3.0,3.0,51.87,3.0,1530.0,12.932582,77.5162034
Super built-up  Area,Ready To Move,Dinnur,3 BHK,,1700,3.0,1.0,97.0,3.0,1700.0,13.0268586,77.5985884
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Tentsw ,1575,2.0,2.0,78.0,3.0,1575.0,12.932582,77.5162034
Built-up  Area,Ready To Move,Frazer Town,3 BHK,Nanorkr,3500,4.0,2.0,330.0,3.0,3500.0,12.9975851,77.6136744
Super built-up  Area,Ready To Move,Rajiv Nagar,2 BHK,Ahntyve,1263,2.0,1.0,93.32,2.0,1263.0,13.0529919,77.5842533
Super built-up  Area,Ready To Move,KR Puram,3 BHK,MCvarar,1255 - 1863,3.0,0.0,69.315,3.0,1559.0,13.007516,77.695935
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,MB-laan,1043,2.0,2.0,65.0,2.0,1043.0,12.9229728,77.4842926
Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2.0,2.0,53.5,2.0,1255.0,13.037077,77.6413572
Super built-up  Area,18-Mar,JP Nagar,2 BHK,Shestut,1300 - 1405,2.0,0.0,93.865,2.0,1352.5,12.9096941,77.5866067
Super built-up  Area,18-Dec,Chandapura,1 BHK,Siageal,590,1.0,0.0,13.57,1.0,590.0,12.8009043,77.7114908
Plot  Area,Ready To Move,Yelahanka,3 Bedroom,Edreelm,1550,3.0,1.0,120.0,3.0,1550.0,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1220,3.0,3.0,56.0,3.0,1220.0,12.9244884,77.6451418
Built-up  Area,Ready To Move,Vyalikaval,2 BHK,,1100,2.0,1.0,75.0,2.0,1100.0,13.0042636,77.5751704
Super built-up  Area,20-Mar,8th Phase JP Nagar,3 BHK,Vaarech,1455,3.0,2.0,73.31,3.0,1455.0,12.9104062,77.5951099
Built-up  Area,Ready To Move,KR Puram,2 BHK,Hivesdr,1035,2.0,1.0,40.5,2.0,1035.0,13.007516,77.695935
Super built-up  Area,Ready To Move,Harlur,2 BHK,,1152,2.0,2.0,69.0,2.0,1152.0,12.9058923,77.675465
Super built-up  Area,Ready To Move,Bellandur,2 BHK,OriewLa,1299,2.0,2.0,82.0,2.0,1299.0,12.9320495,77.6842915
Super built-up  Area,18-Nov,Sarjapur  Road,3 BHK,AsastDe,1157,2.0,1.0,75.0,3.0,1157.0,12.9244884,77.6451418
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,Sovar S,1050,2.0,2.0,52.5,2.0,1050.0,13.0588586,77.6232576
Super built-up  Area,Ready To Move,Pai Layout,2 BHK,,1050,2.0,2.0,40.0,2.0,1050.0,12.993111,77.6666772
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1246,2.0,1.0,67.4,2.0,1246.0,12.8699226,77.6272278
Built-up  Area,Ready To Move,"Sarjapur Road,",3 BHK,,1929,3.0,2.0,115.0,3.0,1929.0,12.9243414,77.6448784
Super built-up  Area,Ready To Move,Hennur,2 BHK,,1285,2.0,1.0,60.0,2.0,1285.0,13.037077,77.6413572
Plot  Area,Ready To Move,Margondanahalli,3 Bedroom,,1200,2.0,0.0,65.0,3.0,1200.0,13.0302592,77.6935252
Built-up  Area,Ready To Move,"Banaswadi,",4 BHK,,3161,4.0,3.0,214.0,4.0,3161.0,13.0141618,77.6518539
Built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,SNe 2ev,1850,3.0,,170.0,3.0,1850.0,12.9140788,77.6188862
Built-up  Area,Ready To Move,Sompura,3 BHK,Suiseit,1025,2.0,0.0,37.0,3.0,1025.0,12.8778283,77.4972385
Built-up  Area,Ready To Move,Malleshwaram,2 BHK,SaeneSe,1124,3.0,2.0,80.0,2.0,1124.0,13.0027353,77.5703253
Super built-up  Area,19-Dec,Balagere,2 BHK,Soresea,1012,2.0,1.0,54.59,2.0,1012.0,12.9377243,77.7280705
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,i1rtsCo,871,2.0,2.0,55.0,2.0,871.0,12.9104062,77.5951099
Built-up  Area,Ready To Move,Chinnapanahalli,2 BHK,Mae 2ow,1020,2.0,2.0,40.0,2.0,1020.0,12.9661219,77.7071156
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1550,3.0,3.0,73.5,3.0,1550.0,13.0588586,77.6232576
Plot  Area,Ready To Move,Anand Nagar,3 Bedroom,,3515,3.0,1.0,420.0,3.0,3515.0,13.0346991,77.5944561
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1410,2.0,2.0,80.0,3.0,1410.0,13.0195427,77.6831272
Super built-up  Area,18-Apr,Whitefield,2 BHK,Prtates,1118,2.0,1.0,75.0,2.0,1118.0,12.9957428,77.7579489
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098,2.0,1.0,68.0,2.0,1098.0,13.0522499,77.6316152
Super built-up  Area,Ready To Move,Kanakapura,2 BHK,,1130,2.0,1.0,45.2,2.0,1130.0,12.9189383,77.5739265
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Trurea ,1145,2.0,2.0,75.0,2.0,1145.0,12.9244884,77.6451418
Plot  Area,Ready To Move,Kadugodi,3 Bedroom,,950,3.0,1.0,80.0,3.0,950.0,12.9957428,77.7579489
Super built-up  Area,Ready To Move,Balaji Gardens Layout,2 BHK,GSnts A,1051,2.0,1.0,33.0,2.0,1051.0,13.0330795,77.6379544
Super built-up  Area,18-Apr,Marathahalli,2 BHK,,1102,2.0,2.0,53.67,2.0,1102.0,12.9552572,77.6984163
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Tahtsla,1478,2.0,2.0,125.0,2.0,1478.0,13.0394104,77.5197351
Super built-up  Area,18-Aug,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,1.0,645.0,12.8009043,77.7114908
Carpet  Area,18-Dec,Hebbal,2 BHK,Arcia S,823,2.0,1.0,50.63,2.0,823.0,13.0382184,77.5919
Super built-up  Area,21-Dec,Abbigere,2 BHK,,880,2.0,1.0,35.0,2.0,880.0,13.0784176,77.5245316
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1991,4.0,2.0,100.0,3.0,1991.0,13.1424106,77.7340989
Built-up  Area,Ready To Move,TC Palaya,3 BHK,,1100,3.0,1.0,50.0,3.0,1100.0,13.0105743,77.6932572
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1745,3.0,2.0,115.0,3.0,1745.0,12.8856635,77.5416809
Built-up  Area,17-Sep,HAL 2nd Stage,2 BHK,,1226,3.0,1.0,135.0,2.0,1226.0,12.9689409,77.6437106
Plot  Area,Ready To Move,Begur Road,3 Bedroom,,680,4.0,1.0,68.0,3.0,680.0,12.8742536,77.6260073
Plot  Area,Ready To Move,Banashankari Stage VI,4 Bedroom,,1200,4.0,3.0,195.0,4.0,1200.0,12.8849238,77.5154846
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Sorta S,1450,2.0,1.0,58.0,2.0,1450.0,12.9010682,77.5859397
Super built-up  Area,Ready To Move,Singasandra,4 BHK,,3366,4.0,,120.0,4.0,3366.0,12.8787382,77.642089
Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,,1150,2.0,1.0,54.0,2.0,1150.0,13.0621474,77.5800614
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Puestol,1843,3.0,2.0,95.84,3.0,1843.0,12.8856913,77.5526564
Plot  Area,Ready To Move,Banashankari Stage VI,4 Bedroom,,2200,4.0,2.0,195.0,4.0,2200.0,12.8849238,77.5154846
Built-up  Area,Ready To Move,Bommanahalli,2 BHK,,1090,3.0,2.0,44.0,2.0,1090.0,12.9034581,77.6230028
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Binorn ,1132,2.0,2.0,42.0,2.0,1132.0,12.9812262,77.6745845
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,RatosAr,1375,2.0,2.0,80.0,2.0,1375.0,12.8773486,77.6028031
Plot  Area,Ready To Move,7th Phase JP Nagar,4 Bedroom,,1500,5.0,3.0,220.0,4.0,1500.0,12.9119693,77.5882043
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,760,1.0,2.0,50.3,1.0,760.0,13.0522499,77.6316152
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,,1180,2.0,2.0,65.0,2.0,1180.0,12.9812262,77.6745845
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918,2.0,2.0,45.0,2.0,918.0,12.7764978,77.6326204
Built-up  Area,Ready To Move,Margondanahalli,2 Bedroom,,1200,1.0,0.0,53.0,2.0,1200.0,13.0302592,77.6935252
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,SrisePo,1372,2.0,1.0,61.0,2.0,1372.0,12.9116225,77.6388622
Plot  Area,Ready To Move,1st Block HRBR Layout,7 Bedroom,,2400,7.0,3.0,355.0,7.0,2400.0,13.0100548,77.6431061
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1728,3.0,2.0,95.0,3.0,1728.0,13.0261749,77.766388
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2215,3.0,1.0,275.0,3.0,2215.0,13.0027353,77.5703253
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Crentt ,1200,2.0,2.0,80.0,2.0,1200.0,12.9140788,77.6188862
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,Vador S,1280,2.0,,56.0,2.0,1280.0,12.9071324,77.5734008
Plot  Area,Ready To Move,Hulimavu,4 Bedroom,,800,4.0,,110.0,4.0,800.0,12.8773486,77.6028031
Super built-up  Area,Ready To Move,Byrasandra,3 BHK,ViisePa,1455,2.0,2.0,56.0,3.0,1455.0,12.9295931,77.581181
Super built-up  Area,20-Aug,Rachenahalli,1 RK,AsNowre,440,1.0,0.0,28.0,1.0,440.0,13.0588586,77.6232576
Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,Nathira,1500,3.0,2.0,97.0,3.0,1500.0,12.8856913,77.5526564
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Brony H,1800,3.0,,110.0,3.0,1800.0,12.9957428,77.7579489
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,,1525,3.0,2.0,96.0,3.0,1525.0,12.9467026,77.5300705
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1204,2.0,3.0,38.5,2.0,1204.0,13.0588586,77.6232576
Super built-up  Area,19-Dec,Old Madras Road,2 BHK,SheldGr,1225,2.0,1.0,53.55,2.0,1225.0,13.0069152,77.6882534
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Esave E,1650,3.0,,122.0,3.0,1650.0,12.9426506,77.6027253
Built-up  Area,Ready To Move,Electronic City,3 BHK,Itelaa ,880,2.0,1.0,18.0,3.0,880.0,12.8487599,77.648253
Plot  Area,Ready To Move,Tippenahalli,2 Bedroom,,1200,2.0,0.0,55.0,2.0,1200.0,13.0368275,77.4882249
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,,1152,4.0,1.0,230.0,4.0,1152.0,12.9244884,77.6451418
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,NaensGa,1005,2.0,1.0,42.0,2.0,1005.0,12.9110032,77.5788747
Super built-up  Area,20-Dec,Whitefield,3 BHK,Oreldhi,1562,3.0,2.0,103.0,3.0,1562.0,12.9957428,77.7579489
Built-up  Area,Ready To Move,Devanahalli,4 Bedroom,Soyleif,5000,5.0,2.0,395.0,4.0,5000.0,13.142344,77.7339688
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,,1200,2.0,3.0,42.0,2.0,1200.0,13.0120218,77.6777817
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1555,3.0,2.0,82.5,3.0,1555.0,12.9047595,77.6759172
Plot  Area,Ready To Move,KR Puram,2 Bedroom,,1550,2.0,1.0,71.0,2.0,1550.0,13.007516,77.695935
Super built-up  Area,Ready To Move,Whitefield,2 BHK,BainePr,1190,2.0,2.0,67.0,2.0,1190.0,12.9957428,77.7579489
Built-up  Area,Ready To Move,Chikkalasandra,2 BHK,KsonsCa,1070,2.0,2.0,50.0,2.0,1070.0,12.9121916,77.5476337
Super built-up  Area,Ready To Move,Jalahalli East,2 BHK,ShshaSa,1020,2.0,1.0,42.48,2.0,1020.0,13.0578317,77.5462216
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,,1610,3.0,1.0,115.0,3.0,1610.0,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Prestige Sunrise,1 BHK,,700,1.0,1.0,41.0,1.0,700.0,12.8334817,77.6631176
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Mahosya,1420,2.0,1.0,123.0,2.0,1420.0,13.0382184,77.5919
Carpet  Area,18-Dec,Hebbal,3 BHK,Arcia S,1069,3.0,2.0,65.4,3.0,1069.0,13.0382184,77.5919
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PueraRi,1900,3.0,3.0,123.0,3.0,1900.0,12.9552572,77.6984163
Super built-up  Area,18-May,Old Airport Road,2 BHK,Jaades ,1655,2.0,1.0,97.65,2.0,1655.0,12.9591061,77.6595688
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,SLnssPr,1155,2.0,2.0,40.42,2.0,1155.0,12.9055682,77.5455438
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Esatea ,1300,2.0,2.0,70.0,3.0,1300.0,12.9244884,77.6451418
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Amhidte,1100,2.0,2.0,45.0,2.0,1100.0,12.8487599,77.648253
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Arensh ,1030,2.0,2.0,42.0,2.0,1030.0,12.8505644,77.6466948
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,2105,2.0,1.0,70.2,2.0,2105.0,12.8699226,77.6272278
Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1760,3.0,2.0,139.0,3.0,1760.0,13.0784743,77.6068938
Built-up  Area,Ready To Move,Kadugodi,9 Bedroom,,6200,9.0,0.0,200.0,9.0,6200.0,12.9957428,77.7579489
Built-up  Area,Ready To Move,1st Stage Indira Nagar,2 BHK,,1400,2.0,1.0,67.0,2.0,1400.0,12.9776551,77.6364842
Super built-up  Area,Ready To Move,Srigandada Kaval,2 BHK,,1200,2.0,0.0,53.0,2.0,1200.0,12.9851531,77.5032883
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Haaceal,912,2.0,1.0,55.0,2.0,912.0,12.9426506,77.6027253
Super built-up  Area,Ready To Move,Whitefield,2 BHK,,1102,2.0,1.0,48.0,2.0,1102.0,12.9957428,77.7579489
Super built-up  Area,Ready To Move,Channasandra Layout,3 BHK,Aconyit,1535,3.0,1.0,55.0,3.0,1535.0,12.9847239,77.751479
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243,2.0,2.0,46.0,2.0,1243.0,12.9018012,77.6641767
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918,2.0,2.0,63.2,2.0,918.0,12.7764978,77.6326204
Super built-up  Area,Ready To Move,Begur Road,3 BHK,MJilayl,1500,2.0,3.0,70.0,3.0,1500.0,12.8742536,77.6260073
